team,team_code,group,player,position,club,source,notes
New Zealand,NZL,G,Alex RUFER,MF,Wellington Phoenix FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Nando PIJNAKER,DF,Auckland FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Finn SURMAN,DF,Portland Timbers (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Kosta BARBAROUSES,FW,WS Wanderers FC (AUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Ben WAINE,FW,Port Vale FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Ben OLD,MF,AS Saint-Etienne (FRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Callum McCOWATT,MF,Silkeborg IF (DEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Jesse RANDALL,FW,Auckland FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Michael WOUD,GK,Auckland FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Ryan THOMAS,MF,PEC Zwolle (NED),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Callan ELLIOT,DF,Auckland FC (NZL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Lachlan BAYLISS,MF,Newcastle United Jets FC (AUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
New Zealand,NZL,G,Tommy SMITH,DF,Braintree Town FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Leo OSTIGARD,DF,Genoa CFC (ITA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,David MOLLER WOLFE,DF,Wolverhampton Wanderers FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Patrick BERG,MF,FK Bodø/Glimt (NOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Alexander SORLOTH,FW,Atlético De Madrid (ESP),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Egil SELVIK,GK,Watford FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Fredrik AURSNES,MF,SL Ben ca (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Fredrik BJORKAN,DF,FK Bodø/Glimt (NOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Marcus HOLMGREN PEDERSEN,DF,Torino FC (ITA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Thelo AASGAARD,MF,Rangers FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Andreas SCHJELDERUP,MF,SL Ben ca (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Jens HAUGE,MF,FK Bodø/Glimt (NOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Sondre LANGAS,DF,Derby County FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Norway,NOR,I,Henrik FALCHENER,DF,Viking Stavanger (NOR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Luis MEJIA,GK,Club Nacional (URU),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Cesar BLACKMAN,DF,ŠK Slovan Bratislava (SVK),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Jose CORDOBA,DF,Norwich City FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Fidel ESCOBAR,DF,Deportivo Saprissa (CRC),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Edgardo FARINA,DF,FC Pari Nizhny Novgorod (RUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Cristian MARTINEZ,MF,Hapoel Kiryat Shmona FC (ISR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Jose RODRIGUEZ,MF,FC Juárez (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Adalberto CARRASQUILLA,MF,Pumas UNAM (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Tomas RODRIGUEZ,FW,Deportivo Saprissa (CRC),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Ismael DIAZ,MF,Club León (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Edgar BARCENAS,MF,Mazatlán FC (MEX),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Cesar SAMUDIO,GK,CD Marathón (HON),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Jiovany RAMOS,DF,Puerto Cabello CF (VEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Eric DAVIS,DF,CD Plaza Amador (PAN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Andres ANDRADE,DF,LASK Linz (AUT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Jose FAJARDO,FW,CD Universidad Católica (ECU),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Cecilio WATERMAN,FW,CD Universidad De Concepción (CHI),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Alberto QUINTERO,MF,CD Plaza Amador (PAN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Anibal GODOY,MF,San Diego FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Cesar YANIS,MF,CD Cobresal (CHI),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Orlando MOSQUERA,GK,Al Fayha FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Azarias LONDONO,FW,CD Universidad Católica (ECU),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Roderick MILLER,DF,Turan Tovuz (AZE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Panama,PAN,L,Jorge GUTIERREZ,DF,Deportivo La Guaira (VEN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Gatito FERNANDEZ,GK,Cerro Porteño (PAR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Gustavo VELAZQUEZ,DF,Cerro Porteño (PAR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Juan CACERES,DF,FC Dynamo Moscow (RUS),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Fabian BALBUENA,DF,Grêmio FBPA (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Junior ALONSO,DF,Atlético Mineiro (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Ramon SOSA,MF,SE Palmeiras (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Miguel ALMIRON,MF,Atlanta United FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Mauricio MAURICIO,MF,SE Palmeiras (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Orlando GILL,GK,CA San Lorenzo (ARG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Jose CANALE,DF,CA Lanús (ARG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Andres CUBAS,MF,Vancouver Whitecaps FC (CAN),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Gustavo GOMEZ,DF,SE Palmeiras (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Damian BOBADILLA,MF,São Paulo FC (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Alejandro ROMERO GAMARRA,FW,Al Ain FC (UAE),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Alex ARCE,FW,CS Independiente Rivadavia (ARG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Braian OJEDA,MF,Orlando City SC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Gabriel AVALOS,FW,CA Independiente (ARG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Gaston OLVEIRA,GK,Club Olimpia (PAR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Matias GALARZA,MF,Atlanta United FC (USA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Gustavo CABALLERO,MF,Portsmouth FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Isidro PITTA,FW,Red Bull Bragantino (BRA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Paraguay,PAR,D,Alexandro MAIDANA,DF,CA Talleres (ARG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Diogo DIOGO COSTA,GK,FC Porto (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Nélson NELSON SEMEDO,DF,Fenerbahçe SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Tomás TOMAS ARAUJO,DF,SL Ben ca (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Cristiano CRISTIANO RONALDO,FW,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,João JOAO FELIX,FW,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Gonçalo GONCALO INACIO,DF,Sporting CP (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Francisco FRANCISCO TRINCAO,FW,Sporting CP (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Rúben RUBEN NEVES,MF,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Portugal,POR,K,Rui RUI SILVA,GK,Sporting CP (POR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Mahmoud MAHMOUD ABUNADA,GK,Al Rayyan SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Pedro PEDRO MIGUEL,DF,Al Sadd SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Lucas LUCAS MENDES,DF,Al Wakrah SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Gueye ISSA LAYE,DF,Al Arabi SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Jassem JASSEM GABER,DF,Al Rayyan SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Abdelaziz ABDULAZIZ HATEM,MF,Al Rayyan SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Ahmed AHMED ALAAELDIN,FW,Al Rayyan SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Edmilson EDMILSON JUNIOR,FW,Al Duhail SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Mohammed MOHAMMED MUNTARI,FW,Al Gharafa SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Hasan HASSAN ALHAYDOS,FW,Al Sadd SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Akram AKRAM AFIF,FW,Al Sadd SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Karim KARIM BOUDIAF,MF,Al Duhail SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Ayoub AYOUB ALOUI,DF,Al Gharafa SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Homam HOMAM AHMED,DF,Cultural Leonesa (ESP),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Yusuf YUSUF ABDURISAG,FW,Al Wakrah SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Boualem BOUALEM KHOUKHI,DF,Al Sadd SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Ahmed AHMED ALGANEHI,MF,Al Gharafa SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Sultan SULTAN ALBRAKE,DF,Al Duhail SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Almoez ALMOEZ ALI,FW,Al Duhail SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Ahmed AHMED FATHY,MF,Al Arabi SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Salah SALAH ZAKARIA,GK,Al Duhail SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Meshaal MESHAAL BARSHAM,GK,Al Sadd SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Assim ASSIM MADIBO,MF,Al Wakrah SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Tahsin TAHSIN JAMSHID,FW,Al Duhail SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Alhashmi ALHASHMI ALHUSSEIN,DF,Al Arabi SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Qatar,QAT,B,Mohamed MOHAMED MANAI,FW,Al Shamal SC (QAT),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Nawaf NAWAF ALAQIDI,GK,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Ali ALI MAJRASHI,DF,Al Ahli FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Ali ALI LAJAMI,DF,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Abdulelah ABDULELAH ALAMRI,DF,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Hassan HASSAN ALTAMBAKTI,DF,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Nasser NASSER ALDAWSARI,MF,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Musab MUSAB ALJUWAYR,MF,Al Qadsiah FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Aiman AIMAN YAHYA,FW,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Feras FERAS ALBRIKAN,FW,Al Ahli FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Salem SALEM ALDAWSARI,FW,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Saleh SALEH ALSHEHRI,FW,Al Ittihad (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Nawaf NAWAF BU WASHL,DF,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Hassan HASSAN KADISH,DF,Al Ittihad (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Abdullah ABDULLAH ALKHAIBARI,MF,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Ziyad ZIYAD ALJOHANI,MF,Al Ahli FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Khalid KHALID ALGHANNAM,FW,Al Ettifaq FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Ala ALA ALHAJJI,MF,Neom SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Abdullah ABDULLAH ALHAMDDAN,FW,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Sultan SULTAN MANDASH,FW,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Mohammed MOHAMMED ALOWAIS,GK,Al Ula Saudi FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Ahmed AHMED ALKASSAR,GK,Al Qadsiah FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Mohamed MOHAMED KANNO,MF,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Moteb MOTEB ALHARBI,DF,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Jehad JEHAD THIKRI,DF,Al Qadsiah FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Saudi Arabia,KSA,H,Mohammed MOHAMMED ABU ALSHAMAT,DF,Al Qadsiah FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Grant HANLEY,DF,Hibernian FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Kieran TIERNEY,DF,Celtic FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Lyndon DYKES,FW,Charlton Athletic FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Liam KELLY,GK,Rangers FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Jack HENDRY,DF,Al Ettifaq FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Ross STEWART,FW,Southampton FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,John SOUTTAR,DF,Rangers FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Dominic HYAM,DF,Wrexham AFC (WAL),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Ben GANNON-DOAK,FW,AFC Bournemouth (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,George HIRST,FW,Ipswich Town FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Lawrence SHANKLAND,FW,Heart Of Midlothian FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Craig GORDON,GK,Heart Of Midlothian FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Kenny McLEAN,MF,Norwich City FC (ENG),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Anthony RALSTON,DF,Celtic FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Findlay CURTIS,FW,Kilmarnock FC (SCO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Scotland,SCO,C,Scott McKENNA,DF,GNK Dinamo Zagreb (CRO),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Senegal,SEN,I,Kalidou KOULIBALY,DF,Al Hilal SC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Senegal,SEN,I,Abdoulaye SECK,DF,Maccabi Haifa FC (ISR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Senegal,SEN,I,Sadio MANE,FW,Al Nassr FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Senegal,SEN,I,Cherif NDIAYE,FW,Samsunspor (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Senegal,SEN,I,Ismail JAKOBS,DF,Galatasaray SK (TUR),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
Senegal,SEN,I,Edouard MENDY,GK,Al Ahli FC (KSA),Understat Big 5 2025-26,No name match in the pulled Understat Big 5 2025-26 player table (likely outside the five major European leagues).
